gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000026628	14650.8125638744	5.68928163041582	0.092822978783656	61.2917372935846	0	0
ENSMUSG00000036390	7407.1258322948	3.37873003511734	0.072127495522444	46.8438562942474	0	0
ENSMUSG00000051379	5691.6137247449	3.43244005995117	0.0867778124955157	39.5543510632807	0	0
ENSMUSG00000063632	2497.65847078636	3.0510498914263	0.080400949744344	37.9479334650637	4.17359400993135e-315	2.23975922542966e-311
ENSMUSG00000052684	12732.0800475042	1.6765574895019	0.0445487346540645	37.6342336661392	5.92509514589729e-310	2.54376184803662e-306
ENSMUSG00000073680	829.441405581674	5.08308445413073	0.14105135039187	36.0371200985233	2.19469810489912e-284	7.85189825329407e-281
ENSMUSG00000019647	4767.59580221023	3.30299096878456	0.091674362132337	36.0296040458565	2.87795914404153e-284	8.82546728371365e-281
ENSMUSG00000001473	1906.16456694685	2.33856023248406	0.0730216256144141	32.0255843773279	4.80337830353625e-225	1.28886648329636e-221
ENSMUSG00000031574	608.571398802081	3.89863835175833	0.13012709436998	29.9602351887889	3.23698939286615e-197	7.72057936747386e-194
ENSMUSG00000042816	871.386730841559	4.10296832037442	0.137768981399614	29.7815101679043	6.78094037219707e-195	1.45559666029582e-191
ENSMUSG00000003752	1040.75557864385	1.69126177770772	0.0599107208168435	28.2297017069478	2.52677829247046e-175	4.93089298419735e-172
ENSMUSG00000004951	15797.5889209086	1.11299809262231	0.0402875751394885	27.6263361289121	5.37202433095561e-168	9.6096561906911e-165
ENSMUSG00000039328	1574.49890743604	1.85943629239013	0.067630186084004	27.4941767878696	2.06094106558292e-166	3.40308930106177e-163
ENSMUSG00000038059	1749.77928784434	2.86215550132	0.10807800763549	26.4823118406573	1.54959696338011e-154	2.37597488685125e-151
ENSMUSG00000028494	3835.80421163028	1.20499189313317	0.0456300504070082	26.4078580318223	1.11310621403626e-153	1.59292919936682e-150
ENSMUSG00000030898	448.701168850465	5.49531729321819	0.208394631293999	26.3697642261499	3.04604547553448e-153	4.08665076111395e-150
ENSMUSG00000050164	465.540162224075	2.3016987637016	0.087422114704917	26.3285642479675	9.0339375089635e-153	1.09331639375091e-149
ENSMUSG00000046223	1607.30022271194	2.75807170550098	0.104758092418735	26.3280061885485	9.16784453904615e-153	1.09331639375091e-149
ENSMUSG00000030102	2295.87096949066	1.79319857043231	0.0683865096521277	26.2215249696768	1.51035093997598e-151	1.70637859355392e-148
ENSMUSG00000022044	2658.90010350879	2.05615651012554	0.0787638118254049	26.1053453670247	3.1703503534212e-150	3.40273703432698e-147
ENSMUSG00000037428	16683.7522086158	1.75043076387156	0.068600086854389	25.5164511320086	1.29483637825341e-143	1.32356941407561e-140
ENSMUSG00000046731	1157.2547643915	1.58314741232903	0.0625655440444516	25.3038223595441	2.89933829090106e-141	2.82896344329465e-138
ENSMUSG00000056749	929.498103792387	1.92776649164058	0.0762268496558232	25.2898617789501	4.12964438082553e-141	3.85421505560003e-138
ENSMUSG00000025473	1048.38171593927	2.49920151170569	0.0994705037151249	25.1250513304245	2.64849379254562e-139	2.36885698961601e-136
ENSMUSG00000014599	3174.22723421352	2.20076236473037	0.0885440306039372	24.8550054669921	2.2829341645086e-136	1.96021859101366e-133
